TARA_PSW_MAG_00083,415000,Bacteria;Verrucomicrobia;Opitutae;Opitutales
TARA_PON_MAG_00046,766,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales
TARA_IOS_MAG_00003,28211,Bacteria;Proteobacteria;Alphaproteobacteria
TARA_RED_MAG_00090,28890,Archaea;Euryarchaeota
TARA_ASW_MAG_00008,69657,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae
TARA_ANW_MAG_00029,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_MED_MAG_00012,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_IOS_MAG_00075,2902,Eukaryota;Isochrysidales;Noelaerhabdaceae;Emiliania
TARA_ION_MAG_00033,28890,Archaea;Euryarchaeota
TARA_ANE_MAG_00048,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_ANW_MAG_00021,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_ANW_MAG_00075,38832,Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas
TARA_PON_MAG_00012,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_PSE_MAG_00039,29,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
TARA_ANW_MAG_00024,28890,Archaea;Euryarchaeota
TARA_MED_MAG_00107,1655514,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TARA_ASE_MAG_00018,28890,Archaea;Euryarchaeota
TARA_PSW_MAG_00116,72275,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae
TARA_PON_MAG_00007,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_ANE_MAG_00053,1,
TARA_ASE_MAG_00020,203557,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
TARA_PSE_MAG_00010,31989,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
